292,http://popupads.ir/blog/?tag=%d8%a8%db%8c%d8%b4%d8%aa%d8%b1%db%8c%d9%86-%d9%86%d8%b1%d8%ae-%d9%be%d8%a7%d9%be-%d8%a2%d9%be,115.0,1.0,0.0,6.0,11.0,2.0,0.0,106.0,18.0,8.0,4.0,0.0,0.0,0.0,98.0,93.0
302,http://avxhome.se/software/software_type/multimedia/sound_samples/precisionsound_artificial_d_and_p.html,97.0,2.0,0.0,49.0,10.0,2.0,0.0,22.0,9.0,7.0,13.0,38.0,1.0,4.0,0.0,0.0
323,http://popupads.ir/blog/?tag=%d8%af%d8%b1%d8%a2%d9%85%d8%af-%d8%a7%d8%b2-%d9%be%d8%a7%d9%be-%d8%a2%d9%be,97.0,1.0,0.0,6.0,11.0,2.0,0.0,106.0,14.0,8.0,4.0,0.0,0.0,0.0,80.0,75.0
326,http://bongda88.info/wp-content/plugins/revslider/rs-plugin/css/settings.css?rev=4.6.0&ver=4.2.2,89.0,6.0,0.0,44.0,13.0,2.0,0.0,225.0,13.0,8.0,10.0,12.0,1.0,0.0,20.0,5.0
327,http://watch-series-tv.to/serie/the_franchise%3A_a_season_with_the_san_francisco_giants,80.0,1.0,2.0,7.0,18.0,2.0,0.0,41.0,8.0,15.0,5.0,55.0,0.0,8.0,0.0,0.0
337,http://watch-series-tv.to/serie/Commanding_Heights%3A_The_Battle_for_the_World_Economy,79.0,1.0,2.0,7.0,18.0,2.0,0.0,41.0,8.0,15.0,5.0,54.0,0.0,7.0,0.0,0.0
354,http://avxhome.se/software/software_type/multimedia/Burning_copying/BurningStudio2015v1.15.3.html,90.0,4.0,0.0,51.0,10.0,2.0,0.0,22.0,10.0,7.0,15.0,29.0,3.0,0.0,0.0,0.0
374,http://conservativetribune.com/bombshell-whistleblower-comes-forward-to-expose-new-billion-dollar-scandal-in-irs/,106.0,1.0,0.0,83.0,23.0,2.0,0.0,225.0,15.0,19.0,81.0,0.0,0.0,0.0,0.0,0.0
393,http://watch-series-tv.to/serie/Agatha_Christie_s_Great_Detectives_Poirot_and_Marple,77.0,1.0,2.0,7.0,18.0,2.0,0.0,41.0,7.0,15.0,5.0,52.0,0.0,7.0,0.0,0.0
395,http://avxhome.se/magazines/technic_technology/UnitedStatesCybersecurityMagazineSpring2015.html,88.0,2.0,0.0,30.0,10.0,2.0,0.0,22.0,7.0,7.0,18.0,48.0,1.0,0.0,0.0,0.0
401,http://conservativetribune.com/heres-the-brutal-message-jordan-painted-on-their-f-16s-for-isis/,88.0,1.0,0.0,65.0,23.0,2.0,0.0,225.0,14.0,19.0,63.0,0.0,0.0,0.0,0.0,0.0
413,http://conservativetribune.com/civil-rights-leader-sharpton-jackson-are-the-villain/,77.0,1.0,0.0,54.0,23.0,2.0,0.0,225.0,11.0,19.0,52.0,0.0,0.0,0.0,0.0,0.0
419,http://conservativetribune.com/liberal-magazine-republicans-can-impeach-obama-if-they-take-the-senate/,95.0,1.0,0.0,72.0,23.0,2.0,0.0,225.0,14.0,19.0,70.0,0.0,0.0,0.0,0.0,0.0
437,http://popupads.ir/blog/?tag=%d8%a8%d9%87%d8%aa%d8%b1%db%8c%d9%86-%d8%b3%d8%a7%db%8c%d8%aa-%d9%be%d8%a7%d9%be-%d8%a2%d9%be,115.0,1.0,0.0,6.0,11.0,2.0,0.0,106.0,18.0,8.0,4.0,0.0,0.0,0.0,98.0,93.0
446,http://popupads.ir/blog/?tag=%d8%b3%db%8c%d8%b3%d8%aa%d9%85-%da%a9%d8%b3%d8%a8-%d8%af%d8%b1%d8%a2%d9%85%d8%af-%d8%a7%d8%b2-%d9%be%d8%a7%d9%be-%d8%a2%d9%be,147.0,1.0,0.0,6.0,11.0,2.0,0.0,106.0,21.0,8.0,4.0,0.0,0.0,0.0,130.0,125.0
473,http://popupads.ir/blog/?tag=%d8%a8%d9%87%d8%aa%d8%b1%db%8c%d9%86-%d8%b3%d8%a7%db%8c%d8%aa-%da%a9%d8%b3%d8%a8-%d8%af%d8%b1%d8%a2%d9%85%d8%af-%d8%a7%d8%b2-%d9%be%d8%a7%d9%be-%d8%a2%d9%be,178.0,1.0,0.0,6.0,11.0,2.0,0.0,106.0,23.0,8.0,4.0,0.0,0.0,0.0,161.0,156.0
487,http://conservativetribune.com/victory-this-huge-sponsor-is-publicly-defending-phil-robertson/,87.0,1.0,0.0,64.0,23.0,2.0,0.0,225.0,12.0,19.0,62.0,0.0,0.0,0.0,0.0,0.0
489,http://conservativetribune.com/wp-content/themes/NewsReport/lib/shortcodes/css/bootstrap.css?ver=4.1.5,95.0,4.0,0.0,49.0,23.0,2.0,0.0,225.0,12.0,19.0,10.0,13.0,1.0,0.0,10.0,5.0
493,http://conservativetribune.com/barack-obama-just-admitted-that-he-lied-to-get-elected-watch-video/,91.0,1.0,0.0,68.0,23.0,2.0,0.0,225.0,15.0,19.0,66.0,0.0,0.0,0.0,0.0,0.0
500,http://conservativetribune.com/breaking-us-senate-delivers-major-bad-news-to-obamas-criminal-illegals/,95.0,1.0,0.0,72.0,23.0,2.0,0.0,225.0,14.0,19.0,70.0,0.0,0.0,0.0,0.0,0.0
