url| length_of_url| number_of_dots| suspicious_words| number_of_hyphens_in_domain| length_of_directory| number_subdirectories_in_url| length_of_domain| words_in_domain| path_tokens| url_contains_ip| has_alexa_rank| use_https| country_code| age | words|  entropy| special_chars |length_of_largest_domain_token| average_length_of_domain_tokens|length_of_largest_path_token| average_length_of_path_tokens| suspicious_tld_name| file_name_present| len_of_filename| num_dot_in_filename| num_delims_in_filename| args_present| length_of_arguments| number_of_argument_variables| length_of_largest_variable| maximum_number_of_delims in arguments| class
http://audilinks.co.uk/info/showphotos.asp?Type=16&Name=80+/finda/showphotos2.asp?name=80+/info/showphotos2.asp?name=80+/finda/showphotos2.asp?name=80+/info/showphotos2.asp?name=80+/finda/showphotos2.asp?name=80+/info/showphotos2.asp?name=80+/finda/showphotos2.asp?name=80+/info/photos.asp|282|11|0|0|257|17|15|3|17|0|0|0|0|0|14|4.42781|2|9|4.33|31|14.06|0|1|10|1|0|0|0|0|0|0|malicious
http://www.luquanlvshi.net/js/index.htm?http://us.battle.net/login/en/?ref=http://wjreythus.battle.net/d3/en/index&amp;app=com-d3|122|7|1|0|83|11|19|3|11|0|0|0|0|0|17|4.54701|5|11|5.67|20|6.45|0|1|20|0|3|0|0|0|0|0|malicious
http://archive.nics.gov.uk/ard/060511c-ard.htm|39|4|0|0|5|1|19|4|1|0|0|0|0|1|8|4.44159|1|7|4.0|3|3.0|0|1|15|1|1|0|0|0|0|0|malicious
http://ancestry.co.uk/search/rectype/alldblist.aspx?sourceLink=|56|3|0|0|16|2|14|3|2|0|1|0|0|1|9|4.35332|1|8|4.0|7|6.5|0|1|14|1|0|1|12|1|0|0|malicious
http://amber.ch.ic.ac.uk/archive/200702/0149.html|42|5|0|0|16|2|17|5|2|0|0|0|0|0|10|4.25297|1|5|2.6|7|6.5|0|1|9|1|0|0|0|0|0|0|malicious
http://perezhilton.com/2015-05-13-tyga-kylie-jenner-underage-relationship-street-artist-hansky/?from=readmore_perezhilton&|115|1|0|0|73|1|15|2|1|0|1|0|0|1|16|4.58436|2|11|7.0|71|71.0|0|0|0|0|0|1|27|2|20|1|benign
http://nypost.com/2015/04/29/hipsters-beware-apple-watch-doesnt-work-on-tattooed-wrists/|81|1|1|0|71|4|10|2|4|0|1|0|0|1|15|4.38373|1|6|4.5|58|16.5|0|0|0|0|0|0|0|0|0|0|benign
http://adservers.co.uk/scr/clk.aspx?ec=o03Ct0JDn4JDrCpNoL6Pfr3QqH7SbCJGb8ZHb8ZHtTtTb8JHhL6RhzsRb8JHZzM9oKKThLYC6D6TiLYC6L6UmzcSqrKPoD6QXv6TbCJHm5cSqvMPoLoC4jMPijsRlLYCs0NOoHdRb9NIaLoC4bZDv03EsaZCb8ZDm5cSXrM9pGKPAT7RgfcHoTdU15bKsbpIAvMPw1dOrH5PJPJIHjsIjH4RjPpHmKLEAPZLAnqGHfbJs4aPpSpKQDpScfsHuHZMJTNUlnsLBn6RoapQdPNGQfMGKTqR9b3IjD7U1fbT3HLG59JOHfdCOL4RbKZHt86RpWbJiT3Es5rCwHdPp9MKC9MCF9sDiLMLi94I9f4TlfM9rOaIB5J9oG4R9DNCrDLKsqaOQnaO8TsDsfdOv0pCAv4Rn1LIKLJCIT4C6f5Lob7CYXaTLHqP7D5UrWND8DtPm5rIKHLCNP5RM1tLa5ZGNb6IlXbDZfbOFLYC4nsKHXNUL9pLveKIpKN9oGqQXPsOs0bDn4JUb83HHX5MdL5MILYCsCNPX9tOeb4PbC3HbX7Sl97TbKZHo4pDnGZDnS3ErWJ9rOKCnS3EoC3DtCZDuOpCbKZHqS3CoC3CmCJDcC6QozMFnOYSbPMPzOIQm56Pz4JDvuICqaZBnCpCk8pCrOoSbDtSzWcTqScQnHJDhLMOXLcOXTtPn4JDcbtCiPoRYfMPzC5IF15K9vqHcycOfHMFoO2Se9NOzKcRq9NPm9NPkLMTo1002|789|3|0|0|5|1|15|3|1|0|0|0|0|0|9|5.67535|1|9|4.33|3|3.0|0|1|8|1|0|1|761|1|757|0|malicious
http://www.jin0044.com/ipl/app/help.php?GameType=5707&lang=zh-cn&HALLID=3820004&State=0|80|3|0|0|9|2|15|3|2|0|0|0|0|1|16|4.90521|4|7|4.33|3|3.0|0|1|8|1|0|1|48|4|7|1|malicious
http://bancoestadonet.org/83617C429A994E009BA0B6DFB9916156/C8AA27305BBB4AD7B769656766711E4B/index.php|94|2|0|0|67|2|18|2|2|0|0|0|0|0|7|4.77405|1|14|8.5|32|32.0|0|1|9|1|0|0|0|0|0|0|malicious
http://putlocker.is/watch-thomas-and-friends-spills-and-thrills-online-free-putlocker.html|83|2|0|0|1|0|12|2|0|0|0|0|0|1|12|4.24459|1|9|5.5|0|0|0|1|70|1|9|0|0|0|0|0|benign
http://olx.ua/uk/list/q-%D1%81%D0%BF%D0%BE%D1%80%D1%82%D0%B8%D0%B2%D0%BD%D1%8B%D0%B9-%D0%BA%D0%BE%D1%81%D1%82%D1%8E%D0%BC/?page=4|122|1|1|0|109|3|6|2|3|0|1|0|0|1|21|4.00169|33|3|2.5|99|35.0|0|0|0|0|0|1|7|1|1|0|benign
http://hdfcbank.com/htdocs/common/faq/pradhan-mantri-jan-dhan-yojana-faq/en/index.htm|78|2|1|0|57|5|12|2|5|0|1|0|0|1|14|4.2204|1|8|5.5|34|10.2|0|1|9|1|0|0|0|0|0|0|benign
http://babal.net/games/view/744/%D8%A7%D9%84%D8%B9%D8%A7%D8%A8-%D9%85%D9%83%D9%8A%D8%A7%D8%AC-%D8%A7%D9%84%D8%B9%D8%B1%D9%88%D8%B3%D9%87-%D8%A7%D9%84%D8%AC%D9%85%D9%8A%D9%84%D9%87-%D9%8A%D9%88%D9%85-%D8%B2%D9%81%D8%A7%D9%81%D9%87%D8%A7|228|1|0|0|16|3|9|2|3|0|1|0|0|1|22|3.58666|67|5|4.0|5|4.0|0|1|203|0|5|0|0|0|0|0|benign
http://sputniknews.com/voiceofrussia_uk/2014_10_20/UK-Politics-Can-Labour-recreate-its-election-success-of-40-years-ago-7105/audio/f4a|127|1|0|0|109|4|15|2|4|0|1|0|0|1|20|4.72276|1|11|7.0|73|26.0|0|1|3|0|0|0|0|0|0|0|benign
http://aljazeera.net/Home/GetPage/f6451603-4dff-4ca1-9c10-122741d17432/17f3a7ba-6036-42ea-bd6e-cf84c23f635e|100|1|0|0|51|3|13|2|3|0|1|0|0|1|15|4.62|1|9|6.0|36|15.67|0|1|36|0|4|0|0|0|0|0|benign
http://pikabu.ru/tag/%D0%90%D1%80%D0%B5%D0%BD%D0%B4%D0%B0%20%D0%B6%D0%B8%D0%BB%D1%8C%D1%8F/hot|87|1|0|0|75|2|9|2|2|0|1|0|0|1|19|3.84771|24|6|4.0|69|36.0|0|1|3|0|0|0|0|0|0|0|benign
http://mylust.com/videos/231098/amateur-brunette-whore-sucks-my-wang-and-jumps-on-it-in-pov-scene/|91|1|0|0|81|3|10|2|3|0|1|0|0|1|18|4.5668|1|6|4.5|65|25.67|0|0|0|0|0|0|0|0|0|0|benign
http://9779.info/%E6%89%8B%E5%B7%A5%E8%B4%9D%E5%A3%B3%E7%B1%BB%E7%B2%98%E8%B4%B4%E7%94%BB/|83|1|0|0|74|1|9|2|1|0|0|0|0|1|20|3.75358|25|4|4.0|72|72.0|0|0|0|0|0|0|0|0|0|0|malicious
http://www.newstudy.net/community/Web_nMngr.aspx?acaidx=0&board_idx=338&pn=1&sflag=1&mflag=NOT&where=&keyword=|103|3|0|0|11|1|16|3|1|0|0|0|0|0|16|4.98854|7|8|4.67|9|9.0|0|1|14|1|1|1|62|7|3|1|malicious
http://ec4.images-amazon.com/images/I/51L-kl0kjOL._SL500_AA300_.jpg|60|4|0|1|10|2|21|3|2|0|0|0|0|1|9|4.74916|1|13|6.33|6|3.5|0|1|29|2|4|0|0|0|0|0|malicious
http://elitedaily.com/news/world/woman-didnt-know-pregnant-birth-flight-photos/1031414/|80|1|0|0|66|4|14|2|4|0|1|0|0|1|13|4.50265|1|10|6.5|45|15.25|0|0|0|0|0|0|0|0|0|0|benign
http://variety.com/2015/tv/news/james-corden-late-late-show-new-host-interview-1201444685/|83|1|1|0|72|4|11|2|4|0|1|0|0|1|14|4.52838|1|7|5.0|57|16.75|0|0|0|0|0|0|0|0|0|0|benign
http://udn.com/news/story/7001/884441-%E4%B8%AD%E8%81%B7%EF%BC%8F%E8%B1%A1%E6%8A%95%E7%88%86%E5%BE%88%E5%A4%A7-%E9%9B%99%E6%B4%8B%E7%A0%B2%E8%B5%B0%E5%90%91%E5%8D%81%E5%AD%97%E8%B7%AF%E5%8F%A3|185|1|0|0|17|3|7|2|3|0|1|0|0|1|43|4.05997|52|3|3.0|5|4.33|0|1|161|0|2|0|0|0|0|0|benign
https://ifttt.com/recipes/193044-send-me-an-email-every-time-a-new-cat-gif-hits-the-internet|84|1|0|0|9|1|9|2|1|0|1|1|0|1|17|4.21159|1|5|4.0|7|7.0|0|1|66|0|13|0|0|0|0|0|benign
http://mediaset.it/mediasetextra/articoli/pasion-morena-le-trame-dal-16-al-20-febbraio_11327.shtml|91|2|0|0|24|2|11|2|2|0|1|0|0|1|15|4.39153|1|8|5.0|13|10.5|0|1|56|1|9|0|0|0|0|0|benign
http://pitchfork.com/features/articles/9645-the-charmed-and-charming-life-of-shamir-bailey/|84|1|0|0|71|3|13|2|3|0|1|0|0|1|14|4.43383|1|9|6.0|51|22.33|0|0|0|0|0|0|0|0|0|0|benign
http://image.99114.com/2013/3/29/b1192d3f3d664e0fbf599afb53053013.jpg|62|3|1|0|11|3|15|3|3|0|0|0|0|1|8|4.38099|1|5|4.33|4|2.33|0|1|36|1|0|0|0|0|0|0|malicious
http://9779.info/%E5%85%AD%E4%B8%80%E5%BF%AB%E4%B9%90%E7%B2%98%E8%B4%B4%E7%94%BB/|74|1|0|0|65|1|9|2|1|0|0|0|0|1|20|3.79784|22|4|4.0|63|63.0|0|0|0|0|0|0|0|0|0|0|malicious
http://9779.info/%E5%A4%A7%E7%8F%AD%E7%A7%8D%E5%AD%90%E7%B2%98%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87/|92|1|0|0|83|1|9|2|1|0|0|0|0|1|21|3.7126|28|4|4.0|81|81.0|0|0|0|0|0|0|0|0|0|0|malicious
http://otomoto.pl/oferta/przystawka-do-kukurydzy-geringhoff-5-rzedow-z-docinaczem-ID6y3Eul.html|88|2|0|0|8|1|10|2|1|0|1|0|0|1|12|4.66795|1|7|4.5|6|6.0|0|1|70|1|8|0|0|0|0|0|benign
http://image.tianjimedia.com/uploadImages/2015/184/01/QU637299XU81.jpg|63|3|1|0|26|4|21|3|4|0|0|0|0|1|10|4.77162|1|11|6.33|12|5.25|0|1|16|1|0|0|0|0|0|0|malicious
http://hotlinegsm.com/products/mobile-and-tablet/hp-pre-3-detail|57|1|0|0|28|2|14|2|2|0|0|0|0|0|10|4.246|1|10|6.5|17|12.5|0|1|15|0|3|0|0|0|0|0|malicious
http://www.amazon.cn/?_encoding=UTF8&camp=536&creative=3200&linkCode=ur2&tag=duba1-23|78|2|0|0|1|0|13|3|0|0|0|0|0|1|15|5.02089|5|6|3.67|0|0|0|0|0|0|0|1|64|5|8|1|malicious
http://9779.info/%E5%B9%BC%E5%84%BF%E5%88%9B%E6%84%8F%E8%B1%86%E5%AD%90%E7%B2%98%E8%B4%B4%E7%94%BB/|92|1|0|0|83|1|9|2|1|0|0|0|0|1|23|3.80179|28|4|4.0|81|81.0|0|0|0|0|0|0|0|0|0|0|malicious
http://pastehtml.com/view/bpt2us6rv.html|33|2|0|0|6|1|13|2|1|0|1|0|0|1|6|4.12759|1|9|6.0|4|4.0|0|1|14|1|0|0|0|0|0|0|malicious
http://astore.amazon.co.uk/ukvisit-21/detail/B00007FCZQ/203-6933174-0803961|68|3|0|0|30|3|19|4|3|0|0|0|0|1|12|4.86156|1|6|4.0|10|8.67|0|1|19|0|2|0|0|0|0|0|malicious
http://extratorrent.cc/torrent_download/4190984/Arrow+%282014%29+S03E22+1080p+Web-DL+NL+Subs+SAM+TBS.torrent|101|2|0|0|26|2|15|2|2|0|1|0|0|1|17|4.92138|3|12|7.0|16|11.5|0|1|60|1|1|0|0|0|0|0|benign
http://emgn.com/entertainment/this-soccer-team-changed-their-team-tunnel-you-gotta-see-it/|83|1|0|0|75|2|8|2|2|0|0|0|0|0|14|3.96861|1|4|3.5|59|36.0|0|0|0|0|0|0|0|0|0|0|benign
http://9779.info/%E5%85%B3%E4%BA%8E%E9%92%B1%E7%9A%84%E5%89%AA%E8%B4%B4%E7%94%BB/|74|1|0|0|65|1|9|2|1|0|0|0|0|1|21|3.75324|22|4|4.0|63|63.0|0|0|0|0|0|0|0|0|0|0|malicious
http://ancestry.co.uk/search/db.aspx?dbid=8582|39|3|0|0|8|1|14|3|1|0|1|0|0|1|9|4.46866|1|8|4.0|6|6.0|0|1|7|1|0|1|10|1|4|0|malicious
http://buzzfil.net/m/show-art/il-s-incruste-sur-la-photo-de-son-fils-pour-lui-faire-la-plus-belle-surprise-de-sa-vie-2.html|116|2|0|0|12|2|11|2|2|0|0|0|0|1|22|4.19202|1|7|5.0|8|4.5|0|1|93|1|19|0|0|0|0|0|benign
http://twitter.com/home?status=%E3%83%8C%E3%81%91%E3%82%8B%EF%BC%81%E3%80%90%E7%9B%97%E6%92%AE%E3%80%91+http%3A%2F%2Fero-video.net%2Ft%2FUKcXbmdU5Tg4xUzx+%E3%83%A9%E3%83%96%E3%83%9B%E7%9B%97%E6%92%AE%E5%8B%95%E7%94%BB+%23ero+%23douga+%23agesage|237|2|0|0|1|0|11|2|0|0|1|0|0|1|38|4.65795|54|7|5.0|0|0|0|1|4|0|0|1|221|1|213|1|benign
http://ringring.vn/hoang-thuy-linh-gay-soc-khi-xuat-hien-trong-chung-ket-the-remix-117461.html|87|2|0|0|1|0|11|2|0|0|0|0|0|1|18|4.32662|1|8|5.0|0|0|0|1|75|1|13|0|0|0|0|0|benign
http://codecanyon.net/item/mobile-friendly-testing-tool/full_screen_preview/11364143|77|1|0|0|55|3|14|2|3|0|1|0|0|1|10|4.53831|1|10|6.5|28|17.0|0|1|8|0|0|0|0|0|0|0|benign
http://www.berufsschule-hk.at/bshk/images/jdownloads/screenshots/dropboxfile/dropboxfile/dropboxfile/dropboxfile/|106|2|0|1|84|8|22|3|8|0|0|0|0|1|10|4.3789|1|15|6.67|11|9.38|0|0|0|0|0|0|0|0|0|0|malicious
http://abcnews.go.com/Nightline/video/nightline-051215-amtrak-train-derails-philadelphia-30998644|90|2|0|0|17|2|14|3|2|0|1|0|0|1|12|4.71407|1|7|4.0|9|7.0|0|1|59|0|6|0|0|0|0|0|benign
http://iralimits.org/wp-content/upgrade/remax/|39|1|0|0|26|3|13|2|3|0|0|0|0|0|7|4.17278|1|9|6.0|10|7.33|0|0|0|0|0|0|0|0|0|0|malicious
http://katproxy.com/drake-if-you-re-reading-this-it-s-too-late-chattchitto-rg-t10220445.html|85|2|0|0|1|0|12|2|0|0|0|0|0|1|16|4.40858|1|8|5.5|0|0|0|1|72|1|12|0|0|0|0|0|benign
http://buzzfil.net/article/5529/c-mignon/regardez-ce-que-fait-ce-beau-bebe-lorsque-son-pere-souffle-un-pissenlit-trop-mignon-9.html?href=inner_website|143|2|0|0|23|3|11|2|3|0|0|0|0|1|22|4.49029|1|7|5.0|8|6.33|0|1|90|1|15|1|19|1|13|1|benign
http://archive.salisburyjournal.co.uk/2007/4/8/311792.html|51|4|0|0|10|3|30|4|3|0|0|0|0|1|8|4.68494|1|16|6.75|4|2.0|0|1|11|1|0|0|0|0|0|0|malicious
https://gravatar.com/avatar/ebb8ce8b7b6fde6d20864547dac4d671?d=https%3A%2F%2Fidenticons.github.com%2Fb21abf93ccc1ab70fe86909590b68175.png&r=x|133|4|0|0|8|1|12|2|1|0|1|1|0|1|11|5.02026|6|8|5.5|6|6.0|0|1|32|0|0|1|81|2|74|0|benign
http://www.zjtxedu.org/Article/UploadFiles/201006/20100624211244737.jpg|64|3|0|0|28|3|15|3|3|0|0|0|0|1|9|4.69684|1|7|4.33|11|8.0|0|1|21|1|0|0|0|0|0|0|malicious
http://www.bccplanning.com/css/.css/error.php|38|4|0|0|10|2|19|3|2|0|0|0|0|1|7|3.99221|1|11|5.67|4|3.5|0|1|9|1|0|0|0|0|0|0|malicious
http://mic.com/articles/107766/marvel-s-agent-carter-promises-us-the-heroine-we-deserve|80|1|0|0|17|2|7|2|2|0|1|0|0|1|14|4.28967|1|3|3.0|8|7.0|0|1|56|0|9|0|0|0|0|0|benign
http://archive.salisburyjournal.co.uk/2007/1/26/299325.html|52|4|1|0|11|3|30|4|3|0|0|0|0|1|9|4.66171|1|16|6.75|4|2.33|0|1|11|1|0|0|0|0|0|0|malicious
http://9779.info/%E5%B9%BC%E5%84%BF%E5%9B%AD%E6%89%8B%E5%B7%A5%E5%9B%BE%E7%89%87%E8%B4%B4%E7%94%BB/|92|1|0|0|83|1|9|2|1|0|0|0|0|1|22|3.64797|28|4|4.0|81|81.0|0|0|0|0|0|0|0|0|0|0|malicious
http://motthegioi.vn/van-hoa-giai-tri/showbiz/hoai-linh-tuoi-tre-voi-toc-moi-son-tung-m-tp-chuong-gu-lanh-lung-188360.html|115|2|0|0|26|2|13|2|2|0|1|0|0|1|24|4.25175|1|10|6.0|16|11.5|0|1|76|1|15|0|0|0|0|0|benign
http://lovettz.com/decorative-wall-mirror-glamour-style/decorative-wall-mirror-black-square/|85|1|0|0|74|2|11|2|2|0|0|0|0|1|10|4.26065|1|7|5.0|36|35.5|0|0|0|0|0|0|0|0|0|0|malicious
http://mashable.com/category/space/2015/05/07/russian-progress-spaceship-mission-end|77|1|1|0|27|5|12|2|5|0|1|0|0|1|13|4.39682|1|8|5.5|8|4.2|0|1|38|0|4|0|0|0|0|0|benign
http://archive.thisisyork.co.uk/2005/7/13/221618.html|46|4|1|0|11|3|24|4|3|0|0|0|0|1|9|4.48683|1|10|5.25|4|2.33|0|1|11|1|0|0|0|0|0|0|malicious
https://www.hybrid-analysis.com/sample/88a1b1de0d7474fb323f5cd86c4970b588d0e8d51808a2ce8bc72d914c233eaa?environmentId=1|111|2|0|1|8|1|23|3|1|0|0|1|0|1|8|4.90876|1|15|7.0|6|6.0|0|1|64|0|0|1|16|1|1|0|malicious
http://9779.info/%E7%94%B5%E8%A7%86%E5%A2%99%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87%E6%AC%A3%E8%B5%8F/|92|1|0|0|83|1|9|2|1|0|0|0|0|1|22|3.75146|28|4|4.0|81|81.0|0|0|0|0|0|0|0|0|0|0|malicious
http://correios.com.br/sobre-correios/a-empresa/publicidade-1/campanhas-publicitarias-dos-correios/imagens/CampanhaInstitucionalInspirao.jpg|133|3|0|0|85|5|15|3|5|0|1|0|0|1|13|4.29718|1|8|4.33|36|15.8|0|1|33|1|0|0|0|0|0|0|benign
http://olx.ro/i2/casa-gradina/gradina/utilaje-si-accesorii/casa-gradina/gradina/utilaje-si-accesorii|93|1|1|0|67|6|6|2|6|0|1|0|0|1|9|4.00813|1|3|2.5|20|10.0|0|1|20|0|2|0|0|0|0|0|benign
