,url,length_of_url,number_of_dots,number_of_hyphens_in_domain,length_of_directory,length_of_domain,words_in_domain,has_alexa_rank,country_code,words,length_of_largest_domain_token,length_of_largest_path_token,len_of_filename,num_dot_in_filename,num_delims_in_filename,length_of_arguments,length_of_largest_variable
54,http://9779.info/%E7%94%B5%E8%A7%86%E5%A2%99%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87%E6%AC%A3%E8%B5%8F/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,22.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
55,http://abdn.ac.uk/local/php/doc/function.odbc-do.html,46.0,4.0,0.0,15.0,10.0,3.0,1.0,77.0,11.0,4.0,5.0,21.0,2.0,1.0,0.0,0.0
56,http://9779.info/%E4%BA%91%E5%8D%97%E7%94%BB%E5%AE%B6%E6%9D%8E%E5%BF%A0%E8%89%AF/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,22.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
57,http://9779.info/%E5%8F%A4%E4%BB%A3%E4%BA%8C%E5%8D%81%E5%9B%9B%E5%AD%9D%E5%B8%83%E8%B4%B4%E7%94%BB/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,22.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
58,http://9779.info/%E4%BC%98%E7%A7%80%E5%8D%A1%E7%BA%B8%E5%89%AA%E8%B4%B4%E7%94%BB/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,20.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
62,http://9779.info/%E6%A0%91%E5%8F%B6%E8%8A%B1%E7%93%A3%E7%9A%84%E7%B2%98%E8%B4%B4%E7%94%BB/,83.0,1.0,0.0,74.0,9.0,2.0,1.0,225.0,22.0,4.0,72.0,0.0,0.0,0.0,0.0,0.0
66,http://9779.info/%E5%B9%BC%E5%84%BF%E7%B2%98%E8%B4%B4%E7%94%BB%E5%B0%8F%E9%B1%BC/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,19.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
67,http://9779.info/%E4%BA%94%E8%B0%B7%E6%9D%82%E7%B2%AE%E4%BA%BA%E7%89%A9%E7%B2%98%E8%B4%B4%E7%94%BB/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,20.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
69,http://9779.info/%E5%89%AA%E8%B4%B4%E7%94%BB%E5%88%9B%E6%84%8F/,56.0,1.0,0.0,47.0,9.0,2.0,1.0,225.0,16.0,4.0,45.0,0.0,0.0,0.0,0.0,0.0
71,http://advicenow.org.uk/go/redir.html?termId=325&targetId=2837&targetUrl=http://www.dialuk.info/info_service/Information/transport_travel.asp,134.0,6.0,0.0,98.0,16.0,3.0,1.0,37.0,19.0,9.0,51.0,20.0,1.0,1.0,0.0,0.0
73,http://9779.info/%E8%BF%90%E5%8A%A8%E4%BC%9A%E5%84%BF%E7%AB%A5%E7%94%BB%E4%BD%9C%E5%93%81/,83.0,1.0,0.0,74.0,9.0,2.0,1.0,225.0,22.0,4.0,72.0,0.0,0.0,0.0,0.0,0.0
77,http://9779.info/%E5%84%BF%E7%AB%A5%E6%89%8B%E5%B7%A5%E7%B2%98%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,22.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
78,http://advicenow.org.uk/go/feature/feature_376.html?print=true,55.0,3.0,0.0,12.0,16.0,3.0,1.0,37.0,10.0,9.0,7.0,16.0,1.0,1.0,11.0,4.0
80,http://9779.info/%E6%A0%91%E5%8F%B6%E8%B4%B4%E7%94%BB%E4%BD%9C%E5%93%81/,65.0,1.0,0.0,56.0,9.0,2.0,1.0,225.0,19.0,4.0,54.0,0.0,0.0,0.0,0.0,0.0
81,http://9779.info/%E5%B9%BC%E5%84%BF%E5%9B%AD%E7%B2%98%E8%B4%B4%E7%94%BB%E8%AF%B4%E8%AF%BE%E7%A8%BF/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,20.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
82,http://9779.info/%E4%BA%BA%E7%89%A9%E6%8A%BD%E8%B1%A1%E9%BB%91%E7%99%BD%E8%A3%85%E9%A5%B0%E7%94%BB/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,23.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
87,http://9779.info/%E8%B1%86%E5%AD%90%E7%B2%98%E8%B4%B4%E7%94%BB%E8%9B%8B%E7%B3%95%E5%9B%BE%E7%89%87/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,22.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
89,http://abdn.ac.uk/prospectus/pgrad/study/taught.php?code=fish,54.0,3.0,0.0,24.0,10.0,3.0,1.0,77.0,11.0,4.0,10.0,10.0,1.0,0.0,10.0,4.0
90,http://9779.info/%E5%9C%86%E7%9B%98%E5%AD%90%E8%B1%86%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87/,83.0,1.0,0.0,74.0,9.0,2.0,1.0,225.0,19.0,4.0,72.0,0.0,0.0,0.0,0.0,0.0
91,http://9779.info/%E5%85%83%E6%97%A6%E6%B0%B4%E5%BD%A9%E7%94%BB%E4%BD%9C%E5%93%81/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,20.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
92,http://9779.info/%E7%BA%B8%E7%BB%B3%E7%B2%98%E8%B4%B4%E7%94%BB%E8%91%A1%E8%90%84%E5%9B%BE%E7%89%87/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,22.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
94,http://9779.info/%E9%B1%BC%E7%9A%84%E6%AF%9B%E7%BA%BF%E7%B2%98%E8%B4%B4%E7%94%BB/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,20.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
95,http://9779.info/%E5%8D%8A%E7%AB%8B%E4%BD%93%E5%B9%BC%E5%84%BF%E5%89%AA%E8%B4%B4%E7%94%BB/,83.0,1.0,0.0,74.0,9.0,2.0,1.0,225.0,22.0,4.0,72.0,0.0,0.0,0.0,0.0,0.0
96,http://9779.info/%E8%A1%8D%E7%BA%B8%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87%E6%AC%A3%E8%B5%8F/,83.0,1.0,0.0,74.0,9.0,2.0,1.0,225.0,22.0,4.0,72.0,0.0,0.0,0.0,0.0,0.0
97,http://9779.info/%E7%A2%8E%E5%8D%A1%E7%BA%B8%E7%B2%98%E8%B4%B4%E7%94%BB/,65.0,1.0,0.0,56.0,9.0,2.0,1.0,225.0,17.0,4.0,54.0,0.0,0.0,0.0,0.0,0.0
100,http://9779.info/%E5%BD%A9%E7%BA%B8%E7%AB%8B%E4%BD%93%E5%89%AA%E8%B4%B4%E7%94%BB/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,19.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
101,http://9779.info/%E7%BE%8E%E6%9C%AF%E5%89%AA%E8%B4%B4%E7%94%BB%E6%B5%B7%E7%BB%B5%E7%BA%B8%E5%9B%BE/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,21.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
102,http://9779.info/%E5%B9%BC%E5%84%BF%E5%90%B8%E7%AE%A1%E7%B2%98%E8%B4%B4%E7%94%BB/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,19.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
104,http://advicenow.org.uk/go/redir.html?termId=313&targetId=3053&targetUrl=http://advicenow.org.uk/go/feature/package_33.html,116.0,6.0,0.0,85.0,16.0,3.0,1.0,37.0,14.0,9.0,51.0,15.0,1.0,1.0,0.0,0.0
105,http://9779.info/%E6%96%87%E6%98%8E%E7%A4%BC%E4%BB%AA%20%E5%89%AA%E8%B4%B4%E7%94%BB/,77.0,1.0,0.0,68.0,9.0,2.0,1.0,225.0,20.0,4.0,66.0,0.0,0.0,0.0,0.0,0.0
107,http://9779.info/%E4%B9%8C%E9%B8%A6%E5%96%9D%E6%B0%B4%E6%A0%91%E5%8F%B6%E7%94%BB/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,22.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
109,http://9779.info/%E7%A2%8E%E5%B8%83%E5%A4%B4%E5%88%B6%E4%BD%9C%E8%B4%B4%E7%94%BB/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,19.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
110,http://9779.info/%E5%BA%9F%E6%97%A7%E6%9D%90%E6%96%99%E5%89%AA%E8%B4%B4%E7%94%BB/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,20.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
113,http://9779.info/%E5%84%BF%E7%AB%A5%E5%BD%A9%E7%BA%B8%E7%B2%98%E8%B4%B4%E7%94%BB/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,19.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
114,http://9779.info/%E6%96%87%E6%98%8E%E5%9C%A8%E6%88%91%E5%AE%B6%E5%89%AA%E8%B4%B4%E7%94%BB/,83.0,1.0,0.0,74.0,9.0,2.0,1.0,225.0,22.0,4.0,72.0,0.0,0.0,0.0,0.0,0.0
115,http://9779.info/%E6%9D%90%E6%96%99%E8%A1%A8%E7%8E%B0%E6%8B%BC%E8%B4%B4%E7%94%BB/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,19.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
117,http://advancedphotoshop.co.uk/forum/viewtopic.php?p=223&sid=2ae245e5c8120bb706e0e72a7ddcabb8,86.0,3.0,0.0,7.0,23.0,3.0,1.0,225.0,10.0,17.0,5.0,13.0,1.0,0.0,43.0,32.0
118,http://9779.info/kt%E7%8C%AB%E7%9A%AE%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87/,67.0,1.0,0.0,58.0,9.0,2.0,1.0,225.0,18.0,4.0,56.0,0.0,0.0,0.0,0.0,0.0
119,http://9779.info/%E5%84%BF%E7%AB%A5%E8%80%81%E8%99%8E%E6%A0%91%E5%8F%B6%E7%B2%98%E8%B4%B4%E7%94%BB/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,24.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
120,http://9779.info/%E5%B9%BC%E5%84%BF%E5%9B%AD%E8%83%8C%E6%99%AF%E5%A2%99%E5%89%AA%E8%B4%B4%E7%94%BB/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,23.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
121,http://abdn.ac.uk/minutes/sen103a.html,31.0,3.0,0.0,9.0,10.0,3.0,1.0,77.0,7.0,4.0,7.0,12.0,1.0,0.0,0.0,0.0
125,http://advicenow.org.uk/go/redir.html?termId=34&targetId=2763&targetUrl=http://www.yourrights.org.uk/your-rights/chapters/the-rights-of-suspects/the-rights-of-suspects-in-the-police-station/rights-of-suspects-in-the-police-station.shtml,229.0,7.0,0.0,167.0,16.0,3.0,1.0,37.0,24.0,9.0,50.0,46.0,1.0,6.0,0.0,0.0
127,http://9779.info/%E4%BA%91%E6%9C%B5%20%E5%89%AA%E8%B4%B4%E7%94%BB/,59.0,1.0,0.0,50.0,9.0,2.0,1.0,225.0,18.0,4.0,48.0,0.0,0.0,0.0,0.0,0.0
128,http://9779.info/%E5%B9%BC%E5%84%BF%E6%88%91%E7%88%B1%E5%8A%A8%E7%89%A9%E5%89%AA%E8%B4%B4%E7%94%BB/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,22.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
129,http://9779.info/%E5%BD%A9%E7%BA%B8%E5%86%9B%E4%BA%BA%E5%89%AA%E8%B4%B4%E7%94%BB/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,18.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
130,http://9779.info/%E6%AF%9B%E7%BA%BF%E8%B4%B4%E7%94%BB%20%E5%9C%BA%E6%99%AF%E5%9B%BE/,77.0,1.0,0.0,68.0,9.0,2.0,1.0,225.0,18.0,4.0,66.0,0.0,0.0,0.0,0.0,0.0
131,http://abdn.ac.uk/careers/search/search_localemployers.php?le=58&section=sec,69.0,3.0,0.0,16.0,10.0,3.0,1.0,77.0,12.0,4.0,7.0,25.0,1.0,1.0,18.0,3.0
133,http://9779.info/%E6%A0%91%E5%8F%B6%E8%B4%B4%E7%94%BB%E4%BD%9C%E5%93%81%20%E6%88%BF%E5%AD%90/,86.0,1.0,0.0,77.0,9.0,2.0,1.0,225.0,24.0,4.0,75.0,0.0,0.0,0.0,0.0,0.0
134,http://abdn.ac.uk/experts/details.php?id=9&subject=Speech%20acoustics,62.0,3.0,0.0,9.0,10.0,3.0,1.0,77.0,11.0,4.0,7.0,11.0,1.0,0.0,32.0,18.0
136,http://9779.info/%E5%B9%BC%E5%84%BF%E5%9B%AD%E8%B1%86%E5%AD%90%E7%B2%98%E8%B4%B4%E7%94%BB%E6%95%99%E6%A1%88/,101.0,1.0,0.0,92.0,9.0,2.0,1.0,225.0,25.0,4.0,90.0,0.0,0.0,0.0,0.0,0.0
138,http://9779.info/%E6%89%8B%E5%B7%A5%E6%9C%8D%E8%A3%85%E5%B8%83%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,23.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
140,http://9779.info/%E5%8A%A8%E7%89%A9%E7%93%9C%E5%AD%90%20%E8%B4%B4%E7%94%BB/,68.0,1.0,0.0,59.0,9.0,2.0,1.0,225.0,18.0,4.0,57.0,0.0,0.0,0.0,0.0,0.0
144,http://9779.info/%E7%A2%8E%E5%B8%83%E5%A4%B4%E5%88%B6%E4%BD%9C%E8%B4%B4%E7%94%BB%E5%9B%BE%E8%A7%A3/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,23.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
145,http://9779.info/%E6%B0%91%E6%97%8F%E5%B8%83%E8%89%BA%E8%B4%B4%E7%94%BB/,65.0,1.0,0.0,56.0,9.0,2.0,1.0,225.0,18.0,4.0,54.0,0.0,0.0,0.0,0.0,0.0
149,http://9779.info/%E5%B8%83%E8%B4%B4%E7%94%BB%20%E5%8D%A1%E9%80%9A%E5%9B%BE%E7%89%87/,77.0,1.0,0.0,68.0,9.0,2.0,1.0,225.0,21.0,4.0,66.0,0.0,0.0,0.0,0.0,0.0
151,http://9779.info/%E6%89%8B%E5%B7%A5%E6%92%95%E7%BA%B8%E6%8B%BC%E8%B4%B4%E7%94%BB/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,19.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
152,http://abdn.ac.uk/mediareleases/release.php?id=408,43.0,3.0,0.0,15.0,10.0,3.0,1.0,77.0,9.0,4.0,13.0,11.0,1.0,0.0,7.0,3.0
156,http://abdn.ac.uk/careers/search/search_employers.php?e=5494&section=sec,65.0,3.0,0.0,16.0,10.0,3.0,1.0,77.0,11.0,4.0,7.0,20.0,1.0,1.0,19.0,4.0
158,http://9779.info/%E5%88%9B%E6%84%8F%E6%89%8B%E5%B7%A5%E5%89%AA%E7%BA%B8%E7%B2%98%E8%B4%B4%E7%94%BB/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,23.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
160,http://9779.info/%E5%88%9B%E6%84%8F%E6%8A%98%E7%BA%B8%E7%B2%98%E8%B4%B4%E7%94%BB/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,19.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
162,http://9779.info/%E8%B1%86%E5%AD%90%E9%BB%8F%E8%B4%B4%E7%94%BB/,56.0,1.0,0.0,47.0,9.0,2.0,1.0,225.0,15.0,4.0,45.0,0.0,0.0,0.0,0.0,0.0
163,http://9779.info/%E5%86%B0%E6%A3%92%E6%A3%8D%E7%B2%98%E8%B4%B4%E7%94%BB/,65.0,1.0,0.0,56.0,9.0,2.0,1.0,225.0,17.0,4.0,54.0,0.0,0.0,0.0,0.0,0.0
165,http://9779.info/3d%E7%AB%8B%E4%BD%93%E8%B4%B4%E7%94%BB%E5%A2%99%E8%B4%B4%E7%BA%B8/,76.0,1.0,0.0,67.0,9.0,2.0,1.0,225.0,19.0,4.0,65.0,0.0,0.0,0.0,0.0,0.0
166,http://abdn.ac.uk/ims/histology/images/sem3/index.html,47.0,3.0,0.0,27.0,10.0,3.0,1.0,77.0,10.0,4.0,9.0,10.0,1.0,0.0,0.0,0.0
171,http://abdn.ac.uk/careers/search/search_employers.php?e=137&section=sec,64.0,3.0,0.0,16.0,10.0,3.0,1.0,77.0,11.0,4.0,7.0,20.0,1.0,1.0,18.0,3.0
173,http://9779.info/%E5%89%AA%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87%E5%A4%A7/,65.0,1.0,0.0,56.0,9.0,2.0,1.0,225.0,16.0,4.0,54.0,0.0,0.0,0.0,0.0,0.0
174,http://9779.info/%E6%8A%98%E7%BA%B8%E5%B8%86%E8%88%B9%E7%B2%98%E8%B4%B4%E7%94%BB/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,18.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
175,http://9779.info/%E6%89%8B%E5%B7%A5%E7%B1%B3%E7%B2%92%E7%B2%98%E8%B4%B4%E7%94%BB/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,19.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
176,http://9779.info/%E8%8E%B7%E5%A5%96%E6%A0%91%E5%8F%B6%E8%B4%B4%E7%94%BB%E4%BD%9C%E5%93%81/,83.0,1.0,0.0,74.0,9.0,2.0,1.0,225.0,23.0,4.0,72.0,0.0,0.0,0.0,0.0,0.0
177,http://9779.info/%E6%89%8B%E5%B7%A5%E8%B1%86%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,19.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
179,http://9779.info/%E4%BB%A5%E6%98%86%E6%9B%B2%E4%B8%BA%E4%B8%BB%E7%9A%84%E5%89%AA%E8%B4%B4%E7%94%BB/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,22.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
181,http://9779.info/%E5%85%B3%E4%BA%8E%E9%92%B1%E7%9A%84%E5%89%AA%E8%B4%B4%E7%94%BB/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,21.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
182,http://advicenow.org.uk/go/redir.html?termId=164&targetId=925&targetUrl=http://www.iasuk.org/C2B/document_tree/ViewADocument.asp?ID=295&CatID=26,137.0,6.0,0.0,88.0,16.0,3.0,1.0,37.0,22.0,9.0,50.0,17.0,1.0,0.0,16.0,3.0
