url|length_of_url|number_of_dots|number_of_hyphens_in_domain|length_of_directory|length_of_domain|words_in_domain|has_alexa_rank|country_code|words|length_of_largest_domain_token|length_of_largest_path_token|len_of_filename|num_dot_in_filename|num_delims_in_filename|length_of_arguments|length_of_largest_variable
http://9779.info/%E7%A2%8E%E5%B8%83%E5%A4%B4%E5%88%B6%E4%BD%9C%E8%B4%B4%E7%94%BB%E6%95%99%E7%A8%8B/|92.0|1.0|0.0|83.0|9.0|2.0|1.0|225.0|24.0|4.0|81.0|0.0|0.0|0.0|0.0|0.0
http://bjpgqsc.com/gwzh/class/?0.html&page=3&showtj=&showhot=&key=|59.0|2.0|0.0|12.0|11.0|2.0|0.0|225.0|10.0|7.0|5.0|0.0|0.0|0.0|36.0|1.0
http://haishundl.com/a/qinpengqipaiguanfangxiazai/20131004/148.html|60.0|2.0|0.0|39.0|13.0|2.0|0.0|225.0|7.0|9.0|26.0|8.0|1.0|0.0|0.0|0.0
http://lovettz.com/starburst-wall-decor-beauty-star/decorative-wall-shelf-wood-design/|79.0|1.0|0.0|68.0|11.0|2.0|0.0|188.0|12.0|7.0|33.0|0.0|0.0|0.0|0.0|0.0
http://bjpgqsc.com/jypt/class/?0.html&page=4&showtj=&showhot=&key=|59.0|2.0|0.0|12.0|11.0|2.0|0.0|225.0|10.0|7.0|5.0|0.0|0.0|0.0|36.0|1.0
http://9779.info/%E5%B9%BF%E5%91%8A%E5%92%8C%E6%8B%9B%E8%B4%B4%E7%94%BB%E5%84%BF%E7%AB%A5%E7%94%BB/|92.0|1.0|0.0|83.0|9.0|2.0|1.0|225.0|21.0|4.0|81.0|0.0|0.0|0.0|0.0|0.0
http://www.kaiyue88.com/img/aHR0cDovL3dlbndlbi5zb3NvLmNvbS9wLzIwMTExMjAxLzIwMTExMjAxMjAzNTM1LTE3OTMyODc2NDYuanBn.jpg|109.0|3.0|0.0|5.0|16.0|3.0|0.0|225.0|7.0|8.0|3.0|88.0|1.0|0.0|0.0|0.0
http://9779.info/%E5%84%BF%E7%AB%A5%E5%A2%99%E4%B8%8A%E8%A3%85%E9%A5%B0%E8%B4%B4%E7%94%BB/|83.0|1.0|0.0|74.0|9.0|2.0|1.0|225.0|22.0|4.0|72.0|0.0|0.0|0.0|0.0|0.0
http://9779.info/%E7%8E%B0%E4%BB%A3%E6%8B%9B%E8%B4%B4%E7%94%BB%E8%AE%BE%E8%AE%A1/|74.0|1.0|0.0|65.0|9.0|2.0|1.0|225.0|18.0|4.0|63.0|0.0|0.0|0.0|0.0|0.0
http://hotlinegsm.com/products/mobile-and-tablet/blackberry-9220-detail|64.0|1.0|0.0|28.0|14.0|2.0|0.0|248.0|10.0|10.0|17.0|22.0|0.0|2.0|0.0|0.0
http://5121188.com/yiyuanxiangguan/meitibaodao/20141021/284.html|57.0|2.0|0.0|38.0|11.0|2.0|0.0|248.0|8.0|7.0|15.0|8.0|1.0|0.0|0.0|0.0
http://ads.guardian.co.uk/click.ng/Params.richmedia=yes&site=Lifeandhealth&section=soulmates&country=gbr&spacedesc=banner&rand=1178229541&gender=0&system=thirdparty|157.0|5.0|0.0|10.0|18.0|4.0|0.0|77.0|23.0|8.0|8.0|129.0|1.0|15.0|0.0|0.0
http://lofeier.com/css/style.css?rte=1&tm=2&dn=lofeier.com&tid=1020&def=Akamai%3aHostingURL%3dhttp%3a%2f%2fi.nuseek.com|112.0|5.0|0.0|5.0|11.0|2.0|0.0|225.0|18.0|7.0|3.0|9.0|1.0|0.0|87.0|47.0
http://9779.info/%E5%85%B3%E4%BA%8E%E5%A4%A9%E6%B0%94%E7%9A%84%E5%89%AA%E8%B4%B4%E7%94%BB/|83.0|1.0|0.0|74.0|9.0|2.0|1.0|225.0|22.0|4.0|72.0|0.0|0.0|0.0|0.0|0.0
http://9779.info/%E5%B9%BC%E5%84%BF%E5%88%9B%E6%84%8F%E8%B1%86%E5%AD%90%E7%B2%98%E8%B4%B4%E7%94%BB/|92.0|1.0|0.0|83.0|9.0|2.0|1.0|225.0|23.0|4.0|81.0|0.0|0.0|0.0|0.0|0.0
http://hotlinegsm.com/products/mobile-and-tablet/acer-liquid-express-e320-detail|73.0|1.0|0.0|28.0|14.0|2.0|0.0|248.0|12.0|10.0|17.0|31.0|0.0|4.0|0.0|0.0
http://9779.info/%E6%A0%91%E5%8F%B6%E7%B2%98%E8%B4%B4%E7%94%BB/|56.0|1.0|0.0|47.0|9.0|2.0|1.0|225.0|16.0|4.0|45.0|0.0|0.0|0.0|0.0|0.0
http://9779.info/%E5%8A%A8%E7%89%A9%E7%BA%B8%E7%BB%B3%E7%B2%98%E8%B4%B4%E7%94%BB/|74.0|1.0|0.0|65.0|9.0|2.0|1.0|225.0|18.0|4.0|63.0|0.0|0.0|0.0|0.0|0.0
http://9779.info/%E6%A0%91%E5%8F%B6%20%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87%E6%AC%A3%E8%B5%8F/|86.0|1.0|0.0|77.0|9.0|2.0|1.0|225.0|22.0|4.0|75.0|0.0|0.0|0.0|0.0|0.0
http://9779.info/%E8%B1%86%E5%AD%90%E7%B2%98%E8%B4%B4%E7%94%BB/|56.0|1.0|0.0|47.0|9.0|2.0|1.0|225.0|15.0|4.0|45.0|0.0|0.0|0.0|0.0|0.0
http://9779.info/%E5%90%91%E6%97%A5%E8%91%B5%E6%8B%BC%E8%B4%B4%E7%94%BB/|65.0|1.0|0.0|56.0|9.0|2.0|1.0|225.0|17.0|4.0|54.0|0.0|0.0|0.0|0.0|0.0
http://9779.info/%E7%BE%8E%E6%9C%AF%E9%B8%A1%E8%9B%8B%E7%B2%98%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87/|92.0|1.0|0.0|83.0|9.0|2.0|1.0|225.0|23.0|4.0|81.0|0.0|0.0|0.0|0.0|0.0
http://3cf.ru/2015/07/21/interpol-obiasnil-iskluchenie-ianykovicha-iz-svoei-bazy/|74.0|1.0|0.0|68.0|6.0|2.0|0.0|248.0|13.0|3.0|55.0|0.0|0.0|0.0|0.0|0.0
http://9779.info/%E5%B9%BC%E5%84%BF%E5%9B%AD%E7%AA%97%E6%88%B7%E5%8D%A1%E7%BA%B8%E8%B4%B4%E7%94%BB/|92.0|1.0|0.0|83.0|9.0|2.0|1.0|225.0|24.0|4.0|81.0|0.0|0.0|0.0|0.0|0.0
http://bjpgqsc.com/jypt/class/?0.html&page=3&showtj=&showhot=&key=|59.0|2.0|0.0|12.0|11.0|2.0|0.0|225.0|10.0|7.0|5.0|0.0|0.0|0.0|36.0|1.0
http://9779.info/ppt%E5%89%AA%E8%B4%B4%E7%94%BB%20%E5%9B%A2%E9%98%9F/|62.0|1.0|0.0|53.0|9.0|2.0|1.0|225.0|18.0|4.0|51.0|0.0|0.0|0.0|0.0|0.0
http://9779.info/%E5%BD%A9%E7%BA%B8%E5%89%AA%E8%B4%B4%E7%94%BB%E8%8A%B1%E6%9C%B5%E5%9B%BE%E7%89%87/|92.0|1.0|0.0|83.0|9.0|2.0|1.0|225.0|23.0|4.0|81.0|0.0|0.0|0.0|0.0|0.0
http://abdn.ac.uk/registry/courses/course.php?Code=GM4520|50.0|3.0|0.0|18.0|10.0|3.0|1.0|77.0|10.0|4.0|8.0|10.0|1.0|0.0|12.0|6.0
http://9779.info/%E7%AB%8B%E4%BD%93%E5%B8%83%E8%B4%B4%E7%94%BB%E4%BA%BA%E7%89%A9%E5%9B%BE%E7%89%87/|92.0|1.0|0.0|83.0|9.0|2.0|1.0|225.0|22.0|4.0|81.0|0.0|0.0|0.0|0.0|0.0
http://hotlinegsm.com/products/mobile-and-tablet/motorola-motokey-social-detail|72.0|1.0|0.0|28.0|14.0|2.0|0.0|248.0|11.0|10.0|17.0|30.0|0.0|3.0|0.0|0.0
http://matcdhup.com/pictures/us.match.com-login.php|44.0|4.0|0.0|10.0|12.0|2.0|0.0|248.0|8.0|8.0|8.0|22.0|3.0|1.0|0.0|0.0
http://lovettz.com/category/interior-wall-decor/interior-wall-decor-design/|68.0|1.0|0.0|57.0|11.0|2.0|0.0|188.0|8.0|7.0|26.0|0.0|0.0|0.0|0.0|0.0
http://9779.info/%E7%94%B5%E8%A7%86%E5%A2%99%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87%E6%AC%A3%E8%B5%8F/|92.0|1.0|0.0|83.0|9.0|2.0|1.0|225.0|22.0|4.0|81.0|0.0|0.0|0.0|0.0|0.0
http://abdn.ac.uk/local/php/doc/function.odbc-do.html|46.0|4.0|0.0|15.0|10.0|3.0|1.0|77.0|11.0|4.0|5.0|21.0|2.0|1.0|0.0|0.0
http://9779.info/%E4%BA%91%E5%8D%97%E7%94%BB%E5%AE%B6%E6%9D%8E%E5%BF%A0%E8%89%AF/|74.0|1.0|0.0|65.0|9.0|2.0|1.0|225.0|22.0|4.0|63.0|0.0|0.0|0.0|0.0|0.0
http://9779.info/%E5%8F%A4%E4%BB%A3%E4%BA%8C%E5%8D%81%E5%9B%9B%E5%AD%9D%E5%B8%83%E8%B4%B4%E7%94%BB/|92.0|1.0|0.0|83.0|9.0|2.0|1.0|225.0|22.0|4.0|81.0|0.0|0.0|0.0|0.0|0.0
http://9779.info/%E4%BC%98%E7%A7%80%E5%8D%A1%E7%BA%B8%E5%89%AA%E8%B4%B4%E7%94%BB/|74.0|1.0|0.0|65.0|9.0|2.0|1.0|225.0|20.0|4.0|63.0|0.0|0.0|0.0|0.0|0.0
http://hotlinegsm.com/products/mobile-and-tablet/blackberry-bold-touch-9900-detail|75.0|1.0|0.0|28.0|14.0|2.0|0.0|248.0|12.0|10.0|17.0|33.0|0.0|4.0|0.0|0.0
http://bjpgqsc.com/jypt/class/?0.html&page=5&showtj=&showhot=&key=|59.0|2.0|0.0|12.0|11.0|2.0|0.0|225.0|10.0|7.0|5.0|0.0|0.0|0.0|36.0|1.0
http://troikacapital.ru/predstavitelstvo_v_sude_v_moskve_lubertsah_drugih_gorodah_moskovskoy_oblasti|93.0|1.0|0.0|1.0|16.0|2.0|0.0|184.0|4.0|13.0|0.0|76.0|0.0|9.0|0.0|0.0
http://9779.info/%E6%A0%91%E5%8F%B6%E8%8A%B1%E7%93%A3%E7%9A%84%E7%B2%98%E8%B4%B4%E7%94%BB/|83.0|1.0|0.0|74.0|9.0|2.0|1.0|225.0|22.0|4.0|72.0|0.0|0.0|0.0|0.0|0.0
http://hotlinegsm.com/products/lg-optimus-truehd-lte-p936-detail|57.0|1.0|0.0|10.0|14.0|2.0|0.0|248.0|10.0|10.0|8.0|33.0|0.0|5.0|0.0|0.0
http://3cf.ru/2015/03/18/polyobnajennaia-jena-harkovskogo-politika-stala-zvezdoi-interneta/|84.0|1.0|0.0|78.0|6.0|2.0|0.0|248.0|13.0|3.0|65.0|0.0|0.0|0.0|0.0|0.0
http://3cf.ru/2015/07/21/na-veche-pravogo-sektora-v-kieve-prishli-tri-tysiachi-chelovek/|81.0|1.0|0.0|75.0|6.0|2.0|0.0|248.0|15.0|3.0|62.0|0.0|0.0|0.0|0.0|0.0
http://9779.info/%E5%B9%BC%E5%84%BF%E7%B2%98%E8%B4%B4%E7%94%BB%E5%B0%8F%E9%B1%BC/|74.0|1.0|0.0|65.0|9.0|2.0|1.0|225.0|19.0|4.0|63.0|0.0|0.0|0.0|0.0|0.0
http://9779.info/%E4%BA%94%E8%B0%B7%E6%9D%82%E7%B2%AE%E4%BA%BA%E7%89%A9%E7%B2%98%E8%B4%B4%E7%94%BB/|92.0|1.0|0.0|83.0|9.0|2.0|1.0|225.0|20.0|4.0|81.0|0.0|0.0|0.0|0.0|0.0
http://ads.guardian.co.uk/click.ng/Params.richmedia=yes&location=top&spacedesc=banner&site=Books&section=114241&country=ita&rand=1016123|129.0|5.0|0.0|10.0|18.0|4.0|0.0|77.0|22.0|8.0|8.0|101.0|1.0|13.0|0.0|0.0
http://9779.info/%E5%89%AA%E8%B4%B4%E7%94%BB%E5%88%9B%E6%84%8F/|56.0|1.0|0.0|47.0|9.0|2.0|1.0|225.0|16.0|4.0|45.0|0.0|0.0|0.0|0.0|0.0
http://ads.guardian.co.uk/click.ng/Params.richmedia=yes&location=middle&spacedesc=06&site=Society&navsection=2703&section=106026&country=ita&rand=1859123|146.0|5.0|0.0|10.0|18.0|4.0|0.0|77.0|24.0|8.0|8.0|118.0|1.0|15.0|0.0|0.0
http://advicenow.org.uk/go/redir.html?termId=325&targetId=2837&targetUrl=http://www.dialuk.info/info_service/Information/transport_travel.asp|134.0|6.0|0.0|98.0|16.0|3.0|1.0|37.0|19.0|9.0|51.0|20.0|1.0|1.0|0.0|0.0
http://qshdch.com/news.asp?id=1606&lmid1=667&lmid2=0&lmid3=0&state=show|64.0|2.0|0.0|1.0|10.0|2.0|0.0|248.0|13.0|6.0|0.0|8.0|1.0|0.0|45.0|4.0
http://9779.info/%E8%BF%90%E5%8A%A8%E4%BC%9A%E5%84%BF%E7%AB%A5%E7%94%BB%E4%BD%9C%E5%93%81/|83.0|1.0|0.0|74.0|9.0|2.0|1.0|225.0|22.0|4.0|72.0|0.0|0.0|0.0|0.0|0.0
http://wxztjz.com/e/public/onclick?enews=donews&classid=77&id=117|58.0|1.0|0.0|10.0|10.0|2.0|0.0|225.0|11.0|6.0|6.0|7.0|0.0|0.0|31.0|6.0
http://ads.guardian.co.uk/click.ng/Params.richmedia=yes&spacedesc=mpu&site=Books&navsection=4294&section=110738&country=ita&rand=4016123|129.0|5.0|0.0|10.0|18.0|4.0|0.0|77.0|22.0|8.0|8.0|101.0|1.0|13.0|0.0|0.0
http://wxztjz.com/e/public/onclick?enews=donews&classid=65&id=84|57.0|1.0|0.0|10.0|10.0|2.0|0.0|225.0|11.0|6.0|6.0|7.0|0.0|0.0|30.0|6.0
http://9779.info/%E5%84%BF%E7%AB%A5%E6%89%8B%E5%B7%A5%E7%B2%98%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87/|92.0|1.0|0.0|83.0|9.0|2.0|1.0|225.0|22.0|4.0|81.0|0.0|0.0|0.0|0.0|0.0
http://advicenow.org.uk/go/feature/feature_376.html?print=true|55.0|3.0|0.0|12.0|16.0|3.0|1.0|37.0|10.0|9.0|7.0|16.0|1.0|1.0|11.0|4.0
http://panthawas.com/jquery-ui-1.10.3.custom/css/ui-lightness/jquery-ui-1.10.3.custom.min.css|86.0|9.0|0.0|42.0|13.0|2.0|0.0|248.0|10.0|9.0|23.0|31.0|5.0|2.0|0.0|0.0
http://9779.info/%E6%A0%91%E5%8F%B6%E8%B4%B4%E7%94%BB%E4%BD%9C%E5%93%81/|65.0|1.0|0.0|56.0|9.0|2.0|1.0|225.0|19.0|4.0|54.0|0.0|0.0|0.0|0.0|0.0
http://9779.info/%E5%B9%BC%E5%84%BF%E5%9B%AD%E7%B2%98%E8%B4%B4%E7%94%BB%E8%AF%B4%E8%AF%BE%E7%A8%BF/|92.0|1.0|0.0|83.0|9.0|2.0|1.0|225.0|20.0|4.0|81.0|0.0|0.0|0.0|0.0|0.0
http://9779.info/%E4%BA%BA%E7%89%A9%E6%8A%BD%E8%B1%A1%E9%BB%91%E7%99%BD%E8%A3%85%E9%A5%B0%E7%94%BB/|92.0|1.0|0.0|83.0|9.0|2.0|1.0|225.0|23.0|4.0|81.0|0.0|0.0|0.0|0.0|0.0
http://3cf.ru/2015/03/04/vlasti-avstralii-istrebili-okolo-700-koal/|60.0|1.0|0.0|54.0|6.0|2.0|0.0|248.0|12.0|3.0|41.0|0.0|0.0|0.0|0.0|0.0
http://hotlinegsm.com/products/mobile-and-tablet/sony-ericsson-live-with-walkman-detail|80.0|1.0|0.0|28.0|14.0|2.0|0.0|248.0|13.0|10.0|17.0|38.0|0.0|5.0|0.0|0.0
http://wxztjz.com/e/public/onclick?enews=donews&classid=64&id=129|58.0|1.0|0.0|10.0|10.0|2.0|0.0|225.0|11.0|6.0|6.0|7.0|0.0|0.0|31.0|6.0
http://ads.guardian.co.uk/click.ng/Params.richmedia=yes&site=Lifeandhealth&spacedesc=50&section=soulmates&country=gbr&rand=1178229175&gender=0&system=thirdparty|153.0|5.0|0.0|10.0|18.0|4.0|0.0|77.0|23.0|8.0|8.0|125.0|1.0|15.0|0.0|0.0
http://9779.info/%E8%B1%86%E5%AD%90%E7%B2%98%E8%B4%B4%E7%94%BB%E8%9B%8B%E7%B3%95%E5%9B%BE%E7%89%87/|92.0|1.0|0.0|83.0|9.0|2.0|1.0|225.0|22.0|4.0|81.0|0.0|0.0|0.0|0.0|0.0
http://tamilcircle.net/index.php/plugins/content/sexybookmarks/plugins/system/jceutilities/css/components/com_jomcomment/templates/boxy/document/UTHR/information/Information_Bulletin_No_41.pdf|185.0|3.0|0.0|140.0|15.0|2.0|0.0|225.0|20.0|11.0|14.0|30.0|1.0|3.0|0.0|0.0
http://abdn.ac.uk/prospectus/pgrad/study/taught.php?code=fish|54.0|3.0|0.0|24.0|10.0|3.0|1.0|77.0|11.0|4.0|10.0|10.0|1.0|0.0|10.0|4.0
http://9779.info/%E5%9C%86%E7%9B%98%E5%AD%90%E8%B1%86%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87/|83.0|1.0|0.0|74.0|9.0|2.0|1.0|225.0|19.0|4.0|72.0|0.0|0.0|0.0|0.0|0.0
http://9779.info/%E5%85%83%E6%97%A6%E6%B0%B4%E5%BD%A9%E7%94%BB%E4%BD%9C%E5%93%81/|74.0|1.0|0.0|65.0|9.0|2.0|1.0|225.0|20.0|4.0|63.0|0.0|0.0|0.0|0.0|0.0
http://9779.info/%E7%BA%B8%E7%BB%B3%E7%B2%98%E8%B4%B4%E7%94%BB%E8%91%A1%E8%90%84%E5%9B%BE%E7%89%87/|92.0|1.0|0.0|83.0|9.0|2.0|1.0|225.0|22.0|4.0|81.0|0.0|0.0|0.0|0.0|0.0
http://hotlinegsm.com/products/mobile-and-tablet/samsung-galaxy-nexus-i9250m-detail|76.0|1.0|0.0|28.0|14.0|2.0|0.0|248.0|12.0|10.0|17.0|34.0|0.0|4.0|0.0|0.0
http://9779.info/%E9%B1%BC%E7%9A%84%E6%AF%9B%E7%BA%BF%E7%B2%98%E8%B4%B4%E7%94%BB/|74.0|1.0|0.0|65.0|9.0|2.0|1.0|225.0|20.0|4.0|63.0|0.0|0.0|0.0|0.0|0.0
http://9779.info/%E5%8D%8A%E7%AB%8B%E4%BD%93%E5%B9%BC%E5%84%BF%E5%89%AA%E8%B4%B4%E7%94%BB/|83.0|1.0|0.0|74.0|9.0|2.0|1.0|225.0|22.0|4.0|72.0|0.0|0.0|0.0|0.0|0.0
http://9779.info/%E8%A1%8D%E7%BA%B8%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87%E6%AC%A3%E8%B5%8F/|83.0|1.0|0.0|74.0|9.0|2.0|1.0|225.0|22.0|4.0|72.0|0.0|0.0|0.0|0.0|0.0
http://9779.info/%E7%A2%8E%E5%8D%A1%E7%BA%B8%E7%B2%98%E8%B4%B4%E7%94%BB/|65.0|1.0|0.0|56.0|9.0|2.0|1.0|225.0|17.0|4.0|54.0|0.0|0.0|0.0|0.0|0.0
http://lgjyxx.com/js/?app=com-d3&amp;us.battle.net/login/en/?ref=http://higvuidus.battle.net/d3/en/index|97.0|5.0|0.0|82.0|10.0|2.0|0.0|210.0|15.0|6.0|29.0|5.0|0.0|0.0|0.0|0.0
http://wxztjz.com/e/public/onclick?enews=donews&classid=76&id=88|57.0|1.0|0.0|10.0|10.0|2.0|0.0|225.0|11.0|6.0|6.0|7.0|0.0|0.0|30.0|6.0
http://9779.info/%E5%BD%A9%E7%BA%B8%E7%AB%8B%E4%BD%93%E5%89%AA%E8%B4%B4%E7%94%BB/|74.0|1.0|0.0|65.0|9.0|2.0|1.0|225.0|19.0|4.0|63.0|0.0|0.0|0.0|0.0|0.0
http://9779.info/%E7%BE%8E%E6%9C%AF%E5%89%AA%E8%B4%B4%E7%94%BB%E6%B5%B7%E7%BB%B5%E7%BA%B8%E5%9B%BE/|92.0|1.0|0.0|83.0|9.0|2.0|1.0|225.0|21.0|4.0|81.0|0.0|0.0|0.0|0.0|0.0
http://9779.info/%E5%B9%BC%E5%84%BF%E5%90%B8%E7%AE%A1%E7%B2%98%E8%B4%B4%E7%94%BB/|74.0|1.0|0.0|65.0|9.0|2.0|1.0|225.0|19.0|4.0|63.0|0.0|0.0|0.0|0.0|0.0
http://wxztjz.com/e/public/onclick?enews=donews&classid=65&id=125|58.0|1.0|0.0|10.0|10.0|2.0|0.0|225.0|11.0|6.0|6.0|7.0|0.0|0.0|31.0|6.0
http://advicenow.org.uk/go/redir.html?termId=313&targetId=3053&targetUrl=http://advicenow.org.uk/go/feature/package_33.html|116.0|6.0|0.0|85.0|16.0|3.0|1.0|37.0|14.0|9.0|51.0|15.0|1.0|1.0|0.0|0.0
http://9779.info/%E6%96%87%E6%98%8E%E7%A4%BC%E4%BB%AA%20%E5%89%AA%E8%B4%B4%E7%94%BB/|77.0|1.0|0.0|68.0|9.0|2.0|1.0|225.0|20.0|4.0|66.0|0.0|0.0|0.0|0.0|0.0
http://3cf.ru/2015/03/04/kadyrov-prikazal-dostavit-v-chechnu-komandirov-azova-i-dnepra-2/|82.0|1.0|0.0|76.0|6.0|2.0|0.0|248.0|13.0|3.0|63.0|0.0|0.0|0.0|0.0|0.0
http://9779.info/%E4%B9%8C%E9%B8%A6%E5%96%9D%E6%B0%B4%E6%A0%91%E5%8F%B6%E7%94%BB/|74.0|1.0|0.0|65.0|9.0|2.0|1.0|225.0|22.0|4.0|63.0|0.0|0.0|0.0|0.0|0.0
http://huaphone.net/js/?http://us.battle.net/login/en/?ref=http://us.battle.net/d3/en/index&app=com-d3|95.0|5.0|0.0|67.0|12.0|2.0|0.0|248.0|13.0|8.0|13.0|16.0|0.0|3.0|0.0|0.0
